glay,degree,hub_status,mean_log_expression,gene,selected,shared name,variance_log_expression,weighted_degree,rede,gene_busca,motivo_prioridade,Entry,Entry Name,Reviewed,Protein names,Gene Names,Organism,Gene Ontology (biological process),Gene Ontology (molecular function),Gene Ontology (cellular component),Function [CC],InterPro,Pfam,annotation_status
16,29,hub,2.368756531406394,Smp_246790.1,False,Smp_246790.1,2.509071735491712,28.689008840395925,positiva,Smp_246790,hub;top_grau_rede,A0A5K4F2A4,A0A5K4F2A4_SCHMA,unreviewed,Ion_trans domain-containing protein,,Schistosoma mansoni (Blood fluke),,ligand-gated calcium channel activity [GO:0099604],plasma membrane [GO:0005886],,IPR005821;IPR050927;,PF00520;PF25969;,found
16,29,hub,2.9298889539155075,Smp_047870.1,False,Smp_047870.1,3.843212004066856,28.69339040810334,positiva,Smp_047870,hub;top_grau_rede,G4VDM2,G4VDM2_SCHMA,unreviewed,dual-specificity kinase (EC 2.7.12.1),,Schistosoma mansoni (Blood fluke),actin cytoskeleton organization [GO:0030036],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712],cytoplasm [GO:0005737]; nucleus [GO:0005634],,IPR050940;IPR011009;IPR000719;IPR017441;IPR001245;IPR008266;,PF07714;PF00069;,found
16,29,hub,2.9298889539155075,Smp_047870.1,False,Smp_047870.1,3.843212004066856,28.69339040810334,positiva,Smp_047870,hub;top_grau_rede,G4VDM1,G4VDM1_SCHMA,unreviewed,dual-specificity kinase (EC 2.7.12.1),,Schistosoma mansoni (Blood fluke),actin cytoskeleton organization [GO:0030036],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712],cytoplasm [GO:0005737]; nucleus [GO:0005634],,IPR050940;IPR011009;IPR000719;IPR017441;IPR001245;IPR008266;,PF07714;PF00069;,found
16,26,hub,2.943146983105005,Smp_340430.1,False,Smp_340430.1,3.897463130485648,25.650786450567463,positiva,Smp_340430,hub;top_grau_rede,A0A5K4F9J3,A0A5K4F9J3_SCHMA,unreviewed,DRBM domain-containing protein,,Schistosoma mansoni (Blood fluke),regulation of regulatory ncRNA processing [GO:0070920]; siRNA processing [GO:0030422],double-stranded RNA binding [GO:0003725]; siRNA binding [GO:0035197],cytoplasm [GO:0005737]; nucleus [GO:0005634]; RISC complex [GO:0016442]; RISC-loading complex [GO:0070578],,IPR014720;IPR051247;,PF00035;,found
16,27,hub,3.83786800689414,Smp_134410.1,False,Smp_134410.1,6.592200215093551,26.68537188072142,positiva,Smp_134410,hub;top_grau_rede,A0A3Q0KME4,A0A3Q0KME4_SCHMA,unreviewed,Putative monocarboxylate transporter,,Schistosoma mansoni (Blood fluke),,monocarboxylic acid transmembrane transporter activity [GO:0008028],,,IPR036259;IPR050327;,,found
16,27,hub,3.83786800689414,Smp_134410.1,False,Smp_134410.1,6.592200215093551,26.68537188072142,positiva,Smp_134410,hub;top_grau_rede,A0A5K4EMK9,A0A5K4EMK9_SCHMA,unreviewed,Putative monocarboxylate transporter,,Schistosoma mansoni (Blood fluke),,monocarboxylic acid transmembrane transporter activity [GO:0008028],membrane [GO:0016020],,IPR011701;IPR020846;IPR036259;IPR050327;,PF07690;,found
16,27,hub,3.83786800689414,Smp_134410.1,False,Smp_134410.1,6.592200215093551,26.68537188072142,positiva,Smp_134410,hub;top_grau_rede,A0A3Q0KM76,A0A3Q0KM76_SCHMA,unreviewed,Putative monocarboxylate transporter,,Schistosoma mansoni (Blood fluke),,monocarboxylic acid transmembrane transporter activity [GO:0008028],membrane [GO:0016020],,IPR011701;IPR020846;IPR036259;IPR050327;,PF07690;,found
16,26,hub,4.424188576886111,Smp_041500.2,False,Smp_041500.2,0.909829453314204,25.65683519509289,positiva,Smp_041500,hub;top_grau_rede,A0A5K4ED29,A0A5K4ED29_SCHMA,unreviewed,Robl_LC7 domain-containing protein,,Schistosoma mansoni (Blood fluke),regulation of TOR signaling [GO:0032006],,,,IPR015019;,PF08923;,found
16,26,hub,4.424188576886111,Smp_041500.2,False,Smp_041500.2,0.909829453314204,25.65683519509289,positiva,Smp_041500,hub;top_grau_rede,G4LWW9,G4LWW9_SCHMA,unreviewed,Robl_LC7 domain-containing protein,,Schistosoma mansoni (Blood fluke),cellular response to amino acid stimulus [GO:0071230]; positive regulation of TOR signaling [GO:0032008],,Ragulator complex [GO:0071986],,IPR015019;,PF08923;,found
16,28,hub,4.988610451751297,Smp_004690.2,False,Smp_004690.2,0.9164137248987236,27.598731335220734,positiva,Smp_004690,hub;top_grau_rede,A0A5K4E8S2,A0A5K4E8S2_SCHMA,unreviewed,ZZ-type domain-containing protein,,Schistosoma mansoni (Blood fluke),,zinc ion binding [GO:0008270],,,IPR000433;IPR043145;,,found
16,28,hub,4.988610451751297,Smp_004690.2,False,Smp_004690.2,0.9164137248987236,27.598731335220734,positiva,Smp_004690,hub;top_grau_rede,G4VD51,G4VD51_SCHMA,unreviewed,ZZ-type domain-containing protein,,Schistosoma mansoni (Blood fluke),,zinc ion binding [GO:0008270],,,IPR000433;IPR043145;,,found
16,27,hub,4.825060156081327,Smp_302270.1,False,Smp_302270.1,0.9296788922646332,26.65664173652649,positiva,Smp_302270,hub;top_grau_rede,A0A0R5RJC3,A0A0R5RJC3_SCHMA,unreviewed,Hsp20,,Schistosoma mansoni (Blood fluke),protein refolding [GO:0042026]; response to heat [GO:0009408],unfolded protein binding [GO:0051082],cytoplasm [GO:0005737]; nucleus [GO:0005634],,IPR002068;IPR001436;IPR008978;,PF00011;,found
16,30,hub,1.426396834403835,Smp_149380.2,False,Smp_149380.2,0.9693012604950978,29.56200850250568,positiva,Smp_149380,hub;top_grau_rede,A0A3Q0KPL9,A0A3Q0KPL9_SCHMA,unreviewed,SET domain-containing protein,,Schistosoma mansoni (Blood fluke),methylation [GO:0032259],protein-lysine N-methyltransferase activity [GO:0016279],,,IPR001214;IPR046341;IPR050600;,,found
16,30,hub,1.426396834403835,Smp_149380.2,False,Smp_149380.2,0.9693012604950978,29.56200850250568,positiva,Smp_149380,hub;top_grau_rede,A0A5K4ESV7,A0A5K4ESV7_SCHMA,unreviewed,SET domain-containing protein,,Schistosoma mansoni (Blood fluke),methylation [GO:0032259],protein-lysine N-methyltransferase activity [GO:0016279],,,IPR001214;IPR046341;IPR050600;,,found
16,26,hub,1.4661828703806288,Smp_331170.2,False,Smp_331170.2,0.9776086264600666,25.68626569813645,positiva,Smp_331170,hub;top_grau_rede,A0A5K4FA37,A0A5K4FA37_SCHMA,unreviewed,GPI inositol-deacylase (EC 3.1.-.-),,Schistosoma mansoni (Blood fluke),endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; GPI anchor metabolic process [GO:0006505]; protein transport [GO:0015031],phosphatidylinositol deacylase activity [GO:0050185],endoplasmic reticulum membrane [GO:0005789],FUNCTION: Involved in inositol deacylation of GPI-anchored proteins which plays important roles in the quality control and ER-associated degradation of GPI-anchored proteins. {ECO:0000256|RuleBase:RU365011}.,IPR029058;IPR012908;IPR039529;,PF07819;PF24660;,found
16,26,hub,1.4661828703806288,Smp_331170.2,False,Smp_331170.2,0.9776086264600666,25.68626569813645,positiva,Smp_331170,hub;top_grau_rede,A0A5K4FBH1,A0A5K4FBH1_SCHMA,unreviewed,GPI inositol-deacylase (EC 3.1.-.-),,Schistosoma mansoni (Blood fluke),endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; GPI anchor metabolic process [GO:0006505]; protein transport [GO:0015031],phosphatidylinositol deacylase activity [GO:0050185],endoplasmic reticulum membrane [GO:0005789],FUNCTION: Involved in inositol deacylation of GPI-anchored proteins which plays important roles in the quality control and ER-associated degradation of GPI-anchored proteins. {ECO:0000256|RuleBase:RU365011}.,IPR029058;IPR012908;IPR039529;,PF07819;PF24660;,found
16,30,hub,1.512737248533854,Smp_210520.2,False,Smp_210520.2,1.1063180075612935,29.545545101117582,positiva,Smp_210520,hub;top_grau_rede,A0A3Q0KVK2,A0A3Q0KVK2_SCHMA,unreviewed,Putative tyrosyl-DNA phosphodiesterase,,Schistosoma mansoni (Blood fluke),regulation of cell cycle [GO:0051726],"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]",nucleus [GO:0005634]; transcription regulator complex [GO:0005667],,IPR037241;IPR003316;IPR038168;IPR014889;IPR015648;IPR036388;IPR036390;,PF08781;PF02319;,found
16,31,hub,1.6310051266214054,Smp_139080.2,False,Smp_139080.2,1.1999155931331145,30.635288385669863,positiva,Smp_139080,hub;top5_por_glay;top_grau_rede,A0A3Q0KN00,A0A3Q0KN00_SCHMA,unreviewed,Bestrophin homolog,,Schistosoma mansoni (Blood fluke),,chloride channel activity [GO:0005254],chloride channel complex [GO:0034707]; plasma membrane [GO:0005886],FUNCTION: Forms chloride channels. {ECO:0000256|RuleBase:RU363126}.,IPR000615;IPR021134;,PF01062;,found
16,31,hub,1.6310051266214054,Smp_139080.2,False,Smp_139080.2,1.1999155931331145,30.635288385669863,positiva,Smp_139080,hub;top5_por_glay;top_grau_rede,A0A5K4ENN3,A0A5K4ENN3_SCHMA,unreviewed,Bestrophin homolog,,Schistosoma mansoni (Blood fluke),,chloride channel activity [GO:0005254],chloride channel complex [GO:0034707]; plasma membrane [GO:0005886],FUNCTION: Forms chloride channels. {ECO:0000256|RuleBase:RU363126}.,IPR000615;IPR021134;,PF01062;,found
16,26,hub,1.6855535868748794,Smp_312610.1,False,Smp_312610.1,1.2955679251913763,25.678324186923003,positiva,Smp_312610,hub;top_grau_rede,A0A5K4F550,A0A5K4F550_SCHMA,unreviewed,Monocyte to macrophage differentiation factor 2,,Schistosoma mansoni (Blood fluke),,,membrane [GO:0016020],,IPR004254;,PF03006;,found
16,31,hub,3.008076727410164,Smp_152630.1,False,Smp_152630.1,4.065358675268367,30.63858776020884,positiva,Smp_152630,hub;top5_por_glay;top_grau_rede,A0A3Q0KQ41,A0A3Q0KQ41_SCHMA,unreviewed,MEG-12,,Schistosoma mansoni (Blood fluke),,,,,,,found
16,33,hub,3.241844614252172,Smp_322700.1,False,Smp_322700.1,4.794368740171649,32.5797802005595,positiva,Smp_322700,hub;top5_por_glay;top_grau_rede,A0A5K4F5D6,A0A5K4F5D6_SCHMA,unreviewed,WD_REPEATS_REGION domain-containing protein,,Schistosoma mansoni (Blood fluke),proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; transcription-coupled nucleotide-excision repair [GO:0006283],,Cul4A-RING E3 ubiquitin ligase complex [GO:0031464]; nucleotide-excision repair complex [GO:0000109],,IPR042238;IPR015943;IPR036322;IPR001680;,PF00400;,found
16,33,hub,3.241844614252172,Smp_322700.1,False,Smp_322700.1,4.794368740171649,32.5797802005595,positiva,Smp_322700,hub;top5_por_glay;top_grau_rede,A0A5K4F7D5,A0A5K4F7D5_SCHMA,unreviewed,WD_REPEATS_REGION domain-containing protein,,Schistosoma mansoni (Blood fluke),proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; transcription-coupled nucleotide-excision repair [GO:0006283],,Cul4A-RING E3 ubiquitin ligase complex [GO:0031464]; nucleotide-excision repair complex [GO:0000109],,IPR042238;IPR015943;IPR036322;IPR001680;,PF00400;,found
16,25,non_hub,2.0341557758107154,Smp_022320.3,False,Smp_022320.3,1.8399417696037104,24.72177275322792,positiva,Smp_022320,top_grau_rede,A0AA82ME68,A0AA82ME68_SCHMA,unreviewed,Holocytochrome c-type synthase (EC 4.4.1.17),,Schistosoma mansoni (Blood fluke),,holocytochrome-c synthase activity [GO:0004408]; metal ion binding [GO:0046872],mitochondrial inner membrane [GO:0005743],FUNCTION: Lyase that catalyzes the covalent linking of the heme group to the cytochrome C apoprotein to produce the mature functional cytochrome. {ECO:0000256|RuleBase:RU363130}.,IPR000511;,PF01265;,found
16,25,non_hub,2.0341557758107154,Smp_022320.3,False,Smp_022320.3,1.8399417696037104,24.72177275322792,positiva,Smp_022320,top_grau_rede,A0A913JUH9,A0A913JUH9_SCHMA,unreviewed,Holocytochrome c-type synthase (EC 4.4.1.17),,Schistosoma mansoni (Blood fluke),,holocytochrome-c synthase activity [GO:0004408]; metal ion binding [GO:0046872],mitochondrial inner membrane [GO:0005743],FUNCTION: Lyase that catalyzes the covalent linking of the heme group to the cytochrome C apoprotein to produce the mature functional cytochrome. {ECO:0000256|RuleBase:RU363130}.,IPR000511;,PF01265;,found
16,25,non_hub,2.0341557758107154,Smp_022320.3,False,Smp_022320.3,1.8399417696037104,24.72177275322792,positiva,Smp_022320,top_grau_rede,G4VPI1,G4VPI1_SCHMA,unreviewed,Holocytochrome c-type synthase (EC 4.4.1.17),,Schistosoma mansoni (Blood fluke),,holocytochrome-c synthase activity [GO:0004408]; metal ion binding [GO:0046872],mitochondrial inner membrane [GO:0005743],FUNCTION: Lyase that catalyzes the covalent linking of the heme group to the cytochrome C apoprotein to produce the mature functional cytochrome. {ECO:0000256|RuleBase:RU363130}.,IPR000511;,PF01265;,found
16,25,non_hub,1.862349241097133,Smp_302040.3,False,Smp_302040.3,1.5938026296797825,24.68147649585384,positiva,Smp_302040,top_grau_rede,A0A5K4F1Q7,A0A5K4F1Q7_SCHMA,unreviewed,Phorbol-ester/DAG-type domain-containing protein,,Schistosoma mansoni (Blood fluke),,,,,,,found
16,25,non_hub,1.862349241097133,Smp_302040.3,False,Smp_302040.3,1.5938026296797825,24.68147649585384,positiva,Smp_302040,top_grau_rede,A0A5K4F376,A0A5K4F376_SCHMA,unreviewed,Phorbol-ester/DAG-type domain-containing protein,,Schistosoma mansoni (Blood fluke),G protein-coupled receptor signaling pathway [GO:0007186],G protein-coupled receptor binding [GO:0001664]; guanyl-nucleotide exchange factor activity [GO:0005085],cytoplasm [GO:0005737],,IPR001478;IPR036034;,PF00595;,found
16,25,non_hub,1.862349241097133,Smp_302040.3,False,Smp_302040.3,1.5938026296797825,24.68147649585384,positiva,Smp_302040,top_grau_rede,A0A5K4F3L6,A0A5K4F3L6_SCHMA,unreviewed,Phorbol-ester/DAG-type domain-containing protein,,Schistosoma mansoni (Blood fluke),G protein-coupled receptor signaling pathway [GO:0007186],G protein-coupled receptor binding [GO:0001664]; guanyl-nucleotide exchange factor activity [GO:0005085],cytoplasm [GO:0005737],,IPR001478;IPR036034;,PF00595;,found
16,25,non_hub,2.362651557493697,Smp_348840.2,False,Smp_348840.2,2.549365668755636,24.65913618248813,positiva,Smp_348840,top_grau_rede,A0A913KVM2,A0A913KVM2_SCHMA,unreviewed,RRM domain-containing protein,,Schistosoma mansoni (Blood fluke),,poly(A) binding [GO:0008143],nucleus [GO:0005634],,IPR012677;IPR035979;IPR000504;,PF00076;,found
16,25,non_hub,2.362651557493697,Smp_348840.2,False,Smp_348840.2,2.549365668755636,24.65913618248813,positiva,Smp_348840,top_grau_rede,A0A913KUT4,A0A913KUT4_SCHMA,unreviewed,RRM domain-containing protein,,Schistosoma mansoni (Blood fluke),"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]",poly(A) binding [GO:0008143],cytoplasm [GO:0005737]; nucleus [GO:0005634],,IPR012677;IPR035979;IPR000504;,PF00076;,found
16,25,non_hub,3.691175667794704,Smp_331370.1,False,Smp_331370.1,6.831371133817124,24.52894574670433,positiva,Smp_331370,top_grau_rede,A0A5K4FA57,A0A5K4FA57_SCHMA,unreviewed,Uncharacterized protein,,Schistosoma mansoni (Blood fluke),,,,,,,found
16,23,non_hub,1.3956345001490988,Smp_063530.2,False,Smp_063530.2,0.9254551906302204,22.67910022104541,positiva,Smp_063530,top_grau_rede,A0A3Q0KGW0,A0A3Q0KGW0_SCHMA,unreviewed,Ferritin (EC 1.16.3.1),,Schistosoma mansoni (Blood fluke),intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826],ferric iron binding [GO:0008199]; ferrous iron binding [GO:0008198]; ferroxidase activity [GO:0004322],cytoplasm [GO:0005737],"FUNCTION: Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Has ferroxidase activity. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation. {ECO:0000256|ARBA:ARBA00025111}.; FUNCTION: Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation. {ECO:0000256|RuleBase:RU361145}.",IPR001519;IPR012347;IPR009040;IPR009078;IPR008331;,PF00210;,found
16,23,non_hub,1.3956345001490988,Smp_063530.2,False,Smp_063530.2,0.9254551906302204,22.67910022104541,positiva,Smp_063530,top_grau_rede,A0A3Q0KGV9,A0A3Q0KGV9_SCHMA,unreviewed,Ferritin (EC 1.16.3.1),,Schistosoma mansoni (Blood fluke),intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826],ferric iron binding [GO:0008199]; ferrous iron binding [GO:0008198]; ferroxidase activity [GO:0004322],cytoplasm [GO:0005737],"FUNCTION: Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Has ferroxidase activity. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation. {ECO:0000256|ARBA:ARBA00025111}.; FUNCTION: Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation. {ECO:0000256|RuleBase:RU361145}.",IPR001519;IPR012347;IPR009040;IPR009078;IPR008331;,PF00210;,found
16,23,non_hub,1.9024200976963983,Smp_345290.1,False,Smp_345290.1,1.7207889171468962,22.630019089783,positiva,Smp_345290,top_grau_rede,A0A5K4FFZ8,A0A5K4FFZ8_SCHMA,unreviewed,Prp31_C domain-containing protein,,Schistosoma mansoni (Blood fluke),spliceosomal tri-snRNP complex assembly [GO:0000244],,precatalytic spliceosome [GO:0071011]; U4 snRNP [GO:0005687]; U4/U6 x U5 tri-snRNP complex [GO:0046540],,IPR027105;IPR019175;,PF09785;,found
16,22,non_hub,1.2371829809469344,Smp_029210.2,False,Smp_029210.2,0.7214225319292861,21.691668086084565,positiva,Smp_029210,top_grau_rede,A0A5K4EC12,A0A5K4EC12_SCHMA,unreviewed,Putative f-box/leucine rich repeat protein,,Schistosoma mansoni (Blood fluke),,,,,IPR036047;IPR001810;IPR032675;,PF12937;,found
16,22,non_hub,1.2371829809469344,Smp_029210.2,False,Smp_029210.2,0.7214225319292861,21.691668086084565,positiva,Smp_029210,top_grau_rede,G4VGV1,G4VGV1_SCHMA,unreviewed,Putative f-box/leucine rich repeat protein,,Schistosoma mansoni (Blood fluke),SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146],,SCF ubiquitin ligase complex [GO:0019005],,IPR036047;IPR001810;IPR006553;IPR032675;,PF12937;,found
16,21,non_hub,5.117179755781546,Smp_019690.1,False,Smp_019690.1,0.8796448685226177,20.704231684571027,positiva,Smp_019690,top_grau_rede,C4Q2F6,C4Q2F6_SCHMA,unreviewed,Splicing factor U2AF subunit (U2 snRNP auxiliary factor large subunit),,Schistosoma mansoni (Blood fluke),mRNA processing [GO:0006397]; RNA splicing [GO:0008380],RNA binding [GO:0003723],nucleus [GO:0005634],FUNCTION: Necessary for the splicing of pre-mRNA. {ECO:0000256|RuleBase:RU364135}.,IPR012677;IPR035979;IPR000504;IPR006529;,PF00076;,found
16,21,non_hub,3.163202554653359,Smp_340300.1,False,Smp_340300.1,4.633215156162232,20.70304615368816,positiva,Smp_340300,top_grau_rede,A0A5K4FBQ1,A0A5K4FBQ1_SCHMA,unreviewed,Ribosomal protein S6 kinase (EC 2.7.11.1),,Schistosoma mansoni (Blood fluke),intracellular signal transduction [GO:0035556],ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674],,,IPR000961;IPR011009;IPR017892;IPR000719;IPR017441;IPR016239;IPR041906;IPR008271;,PF00069;PF00433;,found
16,21,non_hub,3.163202554653359,Smp_340300.1,False,Smp_340300.1,4.633215156162232,20.70304615368816,positiva,Smp_340300,top_grau_rede,A0A5K4FCM6,A0A5K4FCM6_SCHMA,unreviewed,Ribosomal protein S6 kinase (EC 2.7.11.1),,Schistosoma mansoni (Blood fluke),intracellular signal transduction [GO:0035556],ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674],,,IPR000961;IPR011009;IPR017892;IPR000719;IPR017441;IPR016239;IPR041906;IPR008271;,PF00069;PF00433;,found
16,21,non_hub,1.391284540089056,Smp_194370.1,False,Smp_194370.1,1.008284374098478,20.69096194633307,positiva,Smp_194370,top_grau_rede,A0A3Q0KU66,A0A3Q0KU66_SCHMA,unreviewed,Putative vacuolar membrane protein pep11,,Schistosoma mansoni (Blood fluke),endosome organization [GO:0007032]; intracellular protein transport [GO:0006886]; organelle fusion [GO:0048284]; vacuole organization [GO:0007033]; vesicle docking involved in exocytosis [GO:0006904],protein-macromolecule adaptor activity [GO:0030674]; zinc ion binding [GO:0008270],HOPS complex [GO:0030897]; late endosome membrane [GO:0031902],,IPR057308;IPR000547;IPR057307;IPR036322;IPR001841;IPR013083;,PF23341;PF23356;,found
16,21,non_hub,1.391284540089056,Smp_194370.1,False,Smp_194370.1,1.008284374098478,20.69096194633307,positiva,Smp_194370,top_grau_rede,A0A5K4EYU0,A0A5K4EYU0_SCHMA,unreviewed,Putative vacuolar membrane protein pep11,,Schistosoma mansoni (Blood fluke),endosome organization [GO:0007032]; intracellular protein transport [GO:0006886]; organelle fusion [GO:0048284]; vacuole organization [GO:0007033]; vesicle docking involved in exocytosis [GO:0006904],protein-macromolecule adaptor activity [GO:0030674]; zinc ion binding [GO:0008270],HOPS complex [GO:0030897]; late endosome membrane [GO:0031902],,IPR057308;IPR000547;IPR057307;IPR036322;IPR001841;IPR013083;,PF23341;PF23356;,found
16,21,non_hub,3.149569386895288,Smp_302870.1,False,Smp_302870.1,4.61740765145396,20.68543111009913,positiva,Smp_302870,top_grau_rede,A0A5K4F1U9,A0A5K4F1U9_SCHMA,unreviewed,Uncharacterized protein,,Schistosoma mansoni (Blood fluke),,,,,,,found
16,21,non_hub,1.5136852206745322,Smp_125250.1,False,Smp_125250.1,1.2049525833514598,20.670769879929978,positiva,Smp_125250,top_grau_rede,A0A3Q0KKS0,A0A3Q0KKS0_SCHMA,unreviewed,UPAR/Ly6 domain-containing protein,,Schistosoma mansoni (Blood fluke),,,,,,,found
16,19,non_hub,1.8962076687015048,Smp_332780.1,False,Smp_332780.1,1.800709887299889,18.77816075363988,positiva,Smp_332780,top_grau_rede,A0A5K4FC06,A0A5K4FC06_SCHMA,unreviewed,Myb/SANT-like DNA-binding domain-containing protein,,Schistosoma mansoni (Blood fluke),,,,,IPR028002;,PF13873;,found
